Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
France,Marseille,2015,28.92,16.4,23.04,1.05,3.92,4.11,4.41,915.05,11327.23,110.97,39.39,84.9
France,Marseille,2015,62.47,27.8,53.94,0.59,2.05,6.41,1.67,501.21,1736.29,85.6,43.83,81.84
France,Marseille,2015,15.0,9.48,12.43,0.21,4.02,1.75,3.14,1124.08,11656.73,85.81,40.19,86.25
France,Marseille,2015,15.0,6.62,13.41,0.65,2.3,1.77,4.44,857.18,2443.25,74.72,43.81,85.71
France,Marseille,2015,15.0,8.58,13.43,0.79,4.28,2.16,1.52,1033.93,2150.62,85.13,49.9,86.07
France,Marseille,2015,48.82,21.34,37.37,0.46,2.85,1.94,2.14,1029.84,10437.33,106.55,37.64,83.81
France,Marseille,2015,15.0,6.77,15.48,0.8,4.71,3.17,4.0,733.49,1307.36,80.24,52.02,85.47
France,Marseille,2015,89.73,38.07,80.56,0.33,4.94,6.92,1.28,516.97,11506.76,131.93,42.97,80.05
France,Marseille,2015,24.7,10.72,26.37,0.57,2.17,6.47,4.28,560.2,3957.5,131.42,41.97,84.47
France,Marseille,2015,82.81,36.29,76.27,0.79,2.68,4.13,4.68,469.41,6987.33,133.64,40.27,80.42
France,Marseille,2015,81.24,39.22,75.61,0.54,1.44,3.39,4.26,540.4,7261.36,130.03,36.54,80.66
France,Marseille,2015,39.57,22.85,42.69,0.79,2.43,4.82,4.24,1177.42,11111.51,152.36,35.4,84.72
France,Marseille,2015,28.74,12.41,26.53,0.88,4.14,2.61,1.07,1080.49,11239.64,89.77,40.31,85.25
France,Marseille,2015,15.0,9.81,11.9,0.32,2.59,3.94,3.7,1122.39,2434.85,119.72,45.01,86.24
France,Marseille,2015,67.61,32.23,71.91,0.96,1.26,1.02,2.93,1199.97,11587.89,107.62,31.22,82.89
France,Marseille,2015,76.6,34.28,65.77,1.07,2.31,5.49,3.62,821.13,8284.35,142.62,37.59,81.54
France,Marseille,2015,47.29,28.86,49.48,0.23,4.54,5.65,2.75,753.55,5036.03,98.77,48.36,83.35
France,Marseille,2016,15.0,6.06,11.17,1.14,2.99,4.16,1.13,950.3,5902.29,68.83,41.92,85.9
France,Marseille,2016,86.54,36.66,83.66,1.14,3.06,6.78,1.48,338.6,8733.96,98.15,39.3,79.91
France,Marseille,2016,42.42,24.25,40.44,0.61,1.27,6.31,3.14,682.83,2751.88,132.53,40.45,83.54
France,Marseille,2016,38.53,21.08,35.2,0.52,4.43,4.11,4.16,304.54,3470.68,102.54,49.31,83.04
France,Marseille,2016,74.41,32.15,72.26,0.57,3.97,3.05,2.21,446.25,7783.68,86.22,43.57,80.93
France,Marseille,2016,69.32,44.78,64.01,0.42,1.57,6.33,2.76,411.26,3082.2,96.72,41.2,81.2
France,Marseille,2016,71.97,29.72,61.46,0.81,2.73,3.1,3.94,305.81,9408.48,120.38,37.97,80.81
France,Marseille,2016,73.6,46.24,67.34,0.91,1.27,5.55,4.57,640.38,9218.87,140.5,33.68,81.37
France,Marseille,2016,43.06,18.63,34.67,1.0,1.84,2.98,1.47,365.83,9215.06,103.04,35.31,82.86
France,Marseille,2016,15.0,9.92,13.93,0.62,1.92,1.58,5.0,978.09,5138.06,91.96,40.0,85.96
France,Marseille,2016,15.0,7.47,16.31,0.09,3.67,5.44,0.54,754.18,2651.65,91.64,48.27,85.51
France,Marseille,2016,33.92,18.13,37.2,0.89,3.16,3.32,1.5,386.74,9138.61,106.57,39.46,83.51
France,Marseille,2017,27.78,17.55,25.25,0.35,2.87,6.88,1.4,383.17,3637.19,119.42,44.63,83.91
France,Marseille,2017,44.72,28.69,47.18,0.81,3.37,5.27,4.58,642.24,8830.08,144.44,40.47,83.3
France,Marseille,2017,31.23,15.4,33.75,0.09,1.74,2.74,2.09,1121.56,8730.83,92.35,36.38,85.16
France,Marseille,2017,97.84,67.08,99.03,0.05,4.64,6.83,3.6,600.57,10022.87,148.16,43.84,79.68
France,Marseille,2017,18.8,8.68,16.89,0.25,4.65,4.6,1.4,375.15,4078.77,99.82,49.63,84.5
France,Marseille,2017,15.0,8.63,12.48,0.15,3.21,5.04,4.87,1005.58,2612.81,112.81,46.86,86.01
France,Marseille,2017,27.94,11.41,27.89,0.2,4.13,5.35,1.85,721.1,6075.34,113.7,46.11,84.58
France,Marseille,2017,15.08,7.78,12.26,0.24,1.84,5.76,2.98,546.02,1738.77,112.2,43.54,85.09
France,Marseille,2017,20.58,11.47,21.95,0.17,1.97,1.43,2.66,893.53,11182.91,106.48,34.55,85.42
France,Marseille,2017,26.23,14.14,24.97,0.11,1.46,5.12,2.62,1118.94,9310.35,111.53,34.96,85.49
France,Marseille,2017,15.0,10.22,10.52,0.81,3.15,2.91,2.8,1168.01,2401.5,69.29,46.25,86.34
France,Marseille,2017,71.78,48.74,66.25,0.64,4.72,5.67,2.5,496.14,7152.33,117.37,46.38,81.21
France,Marseille,2017,15.0,8.82,15.42,0.53,3.83,2.59,4.25,367.98,1084.01,92.2,49.87,84.74
France,Marseille,2017,34.92,22.92,32.47,0.65,3.6,4.79,3.04,625.62,6352.17,126.48,43.79,83.92
France,Marseille,2017,15.0,6.57,10.59,0.44,3.83,2.5,3.99,908.97,1084.85,74.36,49.97,85.82
France,Marseille,2017,15.0,6.75,12.34,0.67,1.5,3.37,0.65,1050.91,5002.24,74.95,38.83,86.1
France,Marseille,2017,67.11,28.13,54.98,1.18,1.53,4.21,4.97,774.46,7010.41,145.61,36.39,82.07
France,Marseille,2017,38.53,17.39,36.96,0.43,3.41,5.38,4.31,522.04,3793.57,120.18,46.01,83.48
France,Marseille,2018,50.8,35.3,55.15,0.15,2.1,1.64,4.85,629.36,4902.42,93.8,41.24,82.87
France,Marseille,2018,70.31,31.37,54.7,0.14,1.25,5.62,1.88,537.74,7870.86,102.19,35.75,81.39
France,Marseille,2018,32.45,14.27,29.28,0.43,4.48,4.16,2.84,1150.0,10054.97,99.58,42.97,85.14
France,Marseille,2018,16.86,9.28,12.16,0.86,4.34,3.86,2.35,866.48,4015.3,107.98,48.15,85.61
France,Marseille,2018,15.0,9.87,15.07,0.26,4.37,5.04,1.09,1046.52,6621.41,110.65,46.21,86.09
France,Marseille,2018,15.0,10.0,10.91,0.45,2.08,2.52,1.02,1029.43,6992.28,83.34,38.8,86.06
France,Marseille,2018,53.04,23.77,57.58,0.37,2.55,5.51,2.04,800.28,11289.19,112.11,36.0,83.06
France,Marseille,2018,26.86,12.34,18.92,0.78,3.86,5.89,3.79,967.85,10321.71,137.59,40.48,85.15
France,Marseille,2018,48.08,29.79,36.15,0.14,4.65,6.88,4.2,415.82,5561.5,136.44,48.24,82.63
France,Marseille,2018,24.35,14.87,25.93,0.51,3.11,4.61,2.65,671.8,1150.7,90.11,47.68,84.72
France,Marseille,2018,36.39,22.96,34.2,0.41,1.56,5.68,0.69,1145.87,5548.23,98.12,38.72,84.87
France,Marseille,2018,15.0,7.66,12.2,0.69,2.99,1.33,4.62,606.79,4215.44,85.82,44.08,85.21
France,Marseille,2018,60.52,28.21,47.42,0.17,4.09,4.41,3.59,838.06,11483.18,111.39,40.61,82.64
France,Marseille,2018,74.07,42.57,68.11,0.17,2.55,5.71,1.46,646.26,9059.87,119.65,38.43,81.35
France,Marseille,2018,38.6,16.74,34.47,1.14,3.93,1.27,2.64,701.38,4082.32,61.06,46.56,83.83
France,Marseille,2018,15.0,9.41,14.72,0.73,3.14,5.22,3.5,1013.54,3006.02,109.83,45.68,86.03
France,Marseille,2019,59.48,36.36,60.82,0.32,1.89,5.8,0.89,398.48,7378.16,118.97,37.97,81.83
France,Marseille,2019,57.09,32.81,58.09,0.4,1.73,3.3,3.59,587.19,7705.31,87.77,37.1,82.37
France,Marseille,2019,64.22,29.33,65.7,0.92,1.96,1.38,1.79,533.99,6071.8,82.64,38.87,81.79
France,Marseille,2019,34.86,17.71,37.71,0.81,1.35,4.54,1.56,1073.37,6465.69,80.29,36.78,84.82
France,Marseille,2019,22.09,13.6,23.45,0.87,3.09,3.44,0.79,751.55,10172.27,67.15,38.24,85.03
France,Marseille,2019,15.0,7.18,12.45,0.32,1.58,5.48,4.15,605.27,1229.32,127.98,43.19,85.21
France,Marseille,2019,50.84,21.76,39.52,0.15,2.78,2.48,3.56,604.61,8144.75,118.01,40.05,82.82
France,Marseille,2019,37.63,15.82,26.35,1.03,1.71,1.95,4.67,621.2,5256.92,97.15,38.86,83.73
France,Marseille,2019,15.0,7.23,15.4,0.84,4.89,1.54,2.23,796.01,6716.06,75.74,47.1,85.59
France,Marseille,2019,74.33,38.89,61.08,0.79,2.61,6.54,2.94,326.12,10982.18,133.25,36.05,80.7
France,Marseille,2019,22.55,10.88,16.16,0.92,3.75,4.87,0.59,674.21,3250.96,90.58,47.09,84.84
France,Marseille,2019,42.87,27.27,34.29,0.8,2.99,6.01,3.24,700.37,7426.06,108.13,40.75,83.54
France,Marseille,2019,50.24,24.41,37.46,0.35,2.9,5.83,4.7,1134.62,9261.0,158.45,39.09,83.92
France,Marseille,2019,24.14,14.6,20.41,0.64,4.82,1.82,0.96,444.36,4166.84,54.73,49.64,84.28
France,Marseille,2019,73.06,31.81,61.28,0.37,1.22,5.86,2.57,393.64,6048.97,132.27,37.24,80.92
France,Marseille,2019,92.33,45.22,79.02,0.36,1.3,2.84,2.6,636.23,10879.67,117.15,32.67,80.12
France,Marseille,2019,15.0,8.33,11.77,0.35,4.39,4.43,1.23,673.72,1337.6,99.66,51.48,85.35
France,Marseille,2019,15.0,6.17,13.64,0.56,3.12,4.38,1.4,742.78,8514.32,114.15,40.27,85.49
France,Marseille,2019,64.63,32.63,64.7,0.27,2.66,4.96,1.34,440.46,11336.51,124.69,36.37,81.57
France,Marseille,2019,57.72,28.69,57.17,0.18,1.56,6.59,3.1,919.22,11379.4,146.69,33.12,82.99
France,Marseille,2019,42.18,18.55,38.14,0.61,3.64,2.55,0.55,519.64,4422.05,67.89,45.88,83.23
France,Marseille,2019,23.58,11.83,20.08,0.95,4.97,3.3,4.86,460.07,8293.23,110.6,45.66,84.35
France,Marseille,2020,33.58,16.81,28.79,0.76,4.68,6.12,4.94,858.69,3946.66,153.19,49.34,84.48
France,Marseille,2020,15.0,7.64,15.3,0.26,2.03,4.34,4.41,627.99,2470.26,98.44,43.35,85.26
France,Marseille,2020,61.28,33.8,50.13,0.56,2.31,6.68,4.45,529.31,6363.25,155.66,40.02,81.97
France,Marseille,2020,28.78,11.61,24.51,0.63,3.67,5.11,4.71,1091.42,5794.53,144.92,44.59,85.26
France,Marseille,2020,58.53,36.0,61.35,1.08,1.5,6.44,3.01,619.08,6239.47,105.51,37.18,82.34
France,Marseille,2020,98.77,45.98,98.85,1.13,3.63,3.8,3.11,325.19,7659.71,112.31,42.1,79.07
France,Marseille,2020,76.43,49.0,53.75,1.14,4.18,2.08,2.19,433.99,11588.71,103.48,39.82,80.77
France,Marseille,2020,26.16,16.39,26.01,1.01,3.3,4.17,2.04,1086.0,9600.47,104.18,39.3,85.43
France,Marseille,2020,15.0,8.55,12.83,0.1,3.16,3.35,1.63,1035.93,6012.23,84.6,43.37,86.07
France,Marseille,2020,15.0,6.05,12.71,0.28,2.78,3.02,4.07,964.35,5358.34,102.71,42.71,85.93
France,Marseille,2020,15.0,10.35,15.17,1.14,4.99,3.13,1.49,886.02,3950.7,72.01,49.87,85.77
France,Marseille,2020,48.21,20.49,38.07,1.19,2.94,3.39,4.39,714.0,1620.46,102.3,46.01,83.21
France,Marseille,2020,15.0,6.51,11.75,0.76,2.04,2.17,3.08,759.48,4039.39,90.35,41.33,85.52
France,Marseille,2020,15.0,10.17,12.47,0.11,4.93,1.09,1.78,511.51,992.11,41.4,53.67,85.02
France,Marseille,2020,18.06,8.19,15.56,0.35,4.36,2.41,2.4,920.54,3869.02,87.72,48.86,85.64
France,Marseille,2020,20.4,12.26,16.79,1.07,4.88,2.28,1.95,420.58,4932.35,82.45,48.65,84.48
France,Marseille,2020,15.0,9.42,16.34,0.37,4.58,1.67,0.93,975.77,8084.83,88.27,45.28,85.95
France,Marseille,2020,59.37,28.86,58.75,0.08,4.28,4.69,2.28,484.96,6452.31,110.39,46.31,82.01
France,Marseille,2021,57.47,33.68,61.3,0.15,1.81,2.21,0.65,314.78,3105.19,59.89,42.16,81.8
France,Marseille,2021,87.12,60.07,67.54,0.08,1.9,5.2,2.22,504.44,9221.0,124.57,36.39,80.2
France,Marseille,2021,20.37,8.79,20.37,0.17,4.14,1.31,4.85,587.45,9254.9,107.1,43.01,84.82
France,Marseille,2021,75.55,45.74,71.27,1.1,1.46,2.97,4.2,440.67,3824.44,106.91,39.45,80.84
France,Marseille,2021,38.49,16.96,32.63,0.82,4.77,5.95,3.7,1060.46,4849.9,131.61,48.64,84.55
France,Marseille,2021,76.55,38.61,72.76,0.46,2.6,6.39,2.21,627.85,10446.63,134.78,36.89,81.15
France,Marseille,2021,54.73,37.73,54.89,0.86,3.77,5.48,0.75,968.1,10620.18,116.18,39.83,83.29
France,Marseille,2021,23.59,9.49,20.86,0.52,4.05,1.8,3.33,683.69,2404.16,91.7,49.23,84.79
France,Marseille,2021,75.35,31.48,64.11,0.17,1.93,4.23,4.78,936.5,10069.38,120.48,35.56,81.85
France,Marseille,2021,15.0,7.59,12.44,0.08,3.47,2.79,1.97,946.23,8285.19,102.63,42.06,85.89
France,Marseille,2021,27.57,18.13,21.32,0.17,1.65,6.39,2.81,719.35,7029.31,140.95,37.75,84.6
France,Marseille,2021,84.4,49.57,77.36,0.9,4.48,6.42,4.72,469.56,7421.14,154.17,45.12,80.31
France,Marseille,2021,15.0,10.23,13.47,0.6,4.27,4.07,2.81,897.16,4450.88,82.0,47.76,85.79
France,Marseille,2021,83.31,33.82,72.85,1.14,3.95,3.89,4.44,475.28,9952.83,117.66,40.75,80.4
France,Marseille,2022,15.0,7.72,12.3,0.13,4.98,1.22,1.07,1057.75,10366.16,52.12,44.44,86.12
France,Marseille,2022,54.42,22.43,48.18,0.26,3.52,5.53,4.19,848.57,6398.02,119.48,43.9,83.07
France,Marseille,2022,25.92,14.84,24.25,1.03,1.34,6.82,1.76,754.75,8773.71,119.61,34.23,84.78
France,Marseille,2022,126.96,69.12,108.99,0.15,2.64,5.34,3.21,333.41,11897.7,144.24,35.88,77.2
France,Marseille,2022,54.08,35.51,57.56,0.97,1.84,4.06,2.41,516.03,8216.24,92.46,36.33,82.43
France,Marseille,2022,15.0,8.8,12.21,0.2,4.76,1.72,1.68,378.11,1337.08,78.65,52.73,84.76
France,Marseille,2022,17.41,7.7,15.03,1.1,3.08,3.88,1.1,670.05,1832.05,81.38,46.3,85.18
France,Marseille,2022,32.79,20.7,28.13,0.93,3.34,4.14,4.84,368.5,537.57,118.39,48.54,83.55
France,Marseille,2022,43.15,20.74,47.45,0.62,4.29,4.85,2.71,975.75,6456.64,121.02,45.8,84.07
France,Marseille,2022,27.68,15.56,24.12,0.27,3.18,3.74,2.23,491.31,7141.97,94.59,42.14,84.14
France,Marseille,2022,65.66,45.22,54.11,1.0,2.87,6.5,4.39,354.42,7726.94,129.35,39.87,81.33
France,Marseille,2022,33.59,23.37,28.04,0.83,3.14,6.52,2.03,453.2,10194.5,120.82,38.41,83.67
France,Marseille,2022,62.29,29.19,50.69,1.03,4.85,5.22,0.7,774.87,11873.26,96.2,41.65,82.4
France,Marseille,2022,15.0,10.01,10.64,0.99,2.13,5.03,2.25,1150.89,2610.06,80.34,42.79,86.3
France,Marseille,2022,62.27,28.48,43.86,1.0,4.96,6.15,4.52,894.0,11292.67,166.92,42.59,82.64
France,Marseille,2022,15.0,6.68,12.63,0.55,4.88,3.66,0.85,653.43,5153.15,94.4,48.92,85.31
France,Marseille,2022,30.52,19.29,26.68,0.97,4.57,1.61,1.36,318.03,7788.01,88.63,44.95,83.6
France,Marseille,2022,48.19,32.71,37.16,0.39,1.81,2.82,0.98,634.87,7757.78,97.7,37.28,83.06
France,Marseille,2023,57.72,38.23,52.85,0.89,3.5,3.95,3.81,510.48,6780.44,128.26,42.84,82.17
France,Marseille,2023,24.94,14.0,20.7,0.67,4.58,1.6,1.4,1011.89,3450.69,59.69,49.63,85.36
France,Marseille,2023,37.12,19.66,27.8,0.48,2.54,5.82,4.71,350.55,2827.52,133.41,44.3,83.23
France,Marseille,2023,15.0,9.87,13.66,0.69,4.06,6.7,0.99,967.62,2628.74,96.22,48.88,85.94
France,Marseille,2023,38.57,25.22,32.12,0.68,4.3,3.04,2.21,947.62,9364.42,114.39,42.86,84.32
France,Marseille,2023,60.47,31.69,43.8,1.03,1.38,4.68,3.18,453.4,3136.0,93.97,39.98,81.88
France,Marseille,2023,57.53,35.77,40.96,0.85,3.5,3.46,4.19,597.72,6777.09,114.76,42.86,82.36
France,Marseille,2023,15.0,9.09,15.61,0.8,2.82,5.87,2.87,1045.42,4411.9,134.44,43.24,86.09
France,Marseille,2023,67.19,44.85,53.67,0.7,1.62,3.41,4.72,862.63,9898.15,125.19,34.26,82.25
France,Marseille,2023,35.25,15.88,28.32,1.16,3.05,2.48,1.95,1144.66,11498.71,100.45,36.48,84.94
France,Marseille,2023,114.68,60.09,100.31,0.9,1.2,3.22,4.91,491.87,10597.81,126.8,32.11,78.34
France,Marseille,2023,15.0,9.23,12.87,0.42,4.3,6.36,1.05,1081.1,3382.53,85.8,49.11,86.16
France,Marseille,2023,28.26,14.06,29.88,0.76,4.23,1.45,2.01,896.42,2178.2,81.74,49.74,84.91
France,Marseille,2023,15.0,9.55,11.68,0.09,4.88,3.53,0.8,827.23,4479.17,69.54,50.08,85.65
France,Marseille,2023,31.99,15.52,32.54,0.79,3.36,3.22,2.91,704.04,1532.39,94.39,47.76,84.28
France,Marseille,2023,62.72,27.42,52.46,0.18,1.67,6.74,4.26,560.94,2136.68,142.22,42.7,81.94
France,Marseille,2023,43.68,24.78,42.78,0.49,4.98,4.82,3.46,363.43,6156.01,112.18,48.3,82.82
France,Marseille,2023,15.0,7.22,13.95,0.79,4.1,3.85,2.43,1106.2,7979.96,101.16,43.53,86.21
France,Marseille,2023,15.0,8.64,13.12,0.05,3.82,3.06,2.65,838.3,9652.54,83.19,41.75,85.68
France,Marseille,2023,31.03,12.91,22.93,0.34,3.32,4.75,4.25,632.11,2030.17,121.18,47.59,84.2
France,Marseille,2023,15.0,6.92,15.99,0.85,4.69,4.73,4.06,1193.73,5858.32,107.25,47.37,86.39
France,Marseille,2023,91.53,57.26,75.21,0.69,4.73,5.54,1.59,646.2,10496.71,125.24,43.0,80.19
France,Nice,2014,47.01,21.63,48.36,1.14,4.01,5.96,4.7,811.58,9538.44,130.63,41.34,83.49
France,Nice,2014,79.14,33.62,69.8,0.7,1.92,5.93,3.73,331.59,2887.67,107.57,42.16,80.39
France,Nice,2014,21.28,12.37,22.44,1.03,4.53,5.58,1.61,1008.51,4447.91,108.08,48.11,85.6
France,Nice,2014,51.54,26.47,39.22,0.28,3.08,5.89,1.84,587.21,6662.14,116.06,42.3,82.74
France,Nice,2014,46.29,22.86,48.71,0.18,1.5,6.12,4.1,964.66,8648.56,144.8,35.68,83.84
France,Nice,2014,15.0,9.45,13.82,0.28,4.98,1.07,1.12,884.81,5850.81,74.76,48.81,85.77
France,Nice,2014,35.86,22.44,31.39,0.94,3.27,4.37,2.92,900.55,1249.95,98.31,47.62,84.41
France,Nice,2014,36.6,25.57,37.76,0.82,3.47,4.93,4.16,390.04,7200.23,144.29,42.4,83.34
France,Nice,2014,48.11,21.16,49.83,1.03,4.65,5.36,1.14,991.17,8825.07,120.97,44.09,83.77
France,Nice,2014,17.04,9.96,12.25,0.13,4.82,5.9,0.52,744.91,7050.18,85.62,47.27,85.35
France,Nice,2015,15.0,9.19,10.79,0.58,2.52,5.3,3.65,984.37,4054.18,122.88,42.93,85.97
France,Nice,2015,47.07,25.76,44.41,0.45,3.57,5.95,4.12,983.26,6298.01,132.15,43.95,83.83
France,Nice,2015,31.54,15.51,30.01,1.03,3.35,5.57,1.61,617.78,6797.63,102.13,42.22,84.13
France,Nice,2015,29.25,14.72,30.81,0.92,2.61,6.48,3.58,993.79,3583.76,107.75,43.32,85.04
France,Nice,2015,24.39,12.13,22.63,0.5,4.55,4.42,0.77,482.8,9049.38,108.21,44.11,84.34
France,Nice,2015,64.42,40.83,57.23,0.86,3.11,5.11,3.13,938.23,10703.25,110.41,37.77,82.58
France,Nice,2015,49.92,20.14,43.76,0.97,2.73,1.7,0.81,1152.58,11783.76,66.79,35.45,83.98
France,Nice,2015,36.77,16.9,37.95,0.41,2.51,5.38,0.92,862.88,11402.04,119.31,35.71,84.27
France,Nice,2015,61.31,36.83,65.82,0.26,2.09,5.81,4.0,916.05,5355.16,113.28,40.64,82.74
France,Nice,2015,86.67,53.62,85.25,0.21,1.37,6.48,3.76,435.34,8837.8,145.74,35.06,80.09
France,Nice,2015,63.82,37.32,60.59,1.07,3.39,1.96,3.27,472.25,8089.43,89.78,41.01,81.69
France,Nice,2015,15.0,9.62,11.29,0.85,3.23,3.43,3.24,818.02,2071.25,79.81,46.76,85.64
France,Nice,2015,15.0,10.4,13.99,0.7,2.11,5.79,2.36,943.07,1660.05,105.13,43.98,85.89
France,Nice,2016,57.72,31.17,44.67,0.22,3.3,6.21,4.86,1001.09,5199.65,145.43,44.47,83.15
France,Nice,2016,66.3,43.1,59.62,0.27,1.65,2.13,4.37,474.94,6156.48,117.02,38.51,81.53
France,Nice,2016,15.0,9.14,12.62,0.85,4.72,4.59,4.4,939.03,8138.67,111.86,45.18,85.88
France,Nice,2016,15.0,8.48,14.22,0.22,4.26,1.12,4.63,1196.19,2678.69,81.86,49.89,86.39
France,Nice,2016,57.66,38.07,45.61,0.34,4.28,5.11,4.08,823.1,6448.63,131.9,46.05,82.8
France,Nice,2016,50.38,27.79,46.37,0.09,3.47,1.42,4.45,483.16,6351.94,105.97,43.96,82.61
France,Nice,2016,55.61,26.68,50.77,0.82,1.79,5.08,2.05,546.44,6488.45,112.21,38.06,82.39
France,Nice,2016,49.83,30.8,40.16,0.46,2.47,5.33,3.44,703.25,8753.25,141.79,38.2,83.08
France,Nice,2016,15.0,10.02,14.03,0.15,3.18,2.04,4.92,361.52,1020.58,99.2,48.38,84.72
France,Nice,2016,92.13,50.2,74.38,1.16,3.47,3.9,2.72,384.9,7833.43,111.76,41.41,79.63
France,Nice,2016,15.0,7.22,11.55,0.63,3.07,3.68,2.18,813.28,4846.32,73.48,43.75,85.63
France,Nice,2017,15.0,8.02,13.02,0.36,2.51,3.88,4.19,1129.29,2518.02,122.62,44.65,86.26
France,Nice,2017,74.18,50.7,65.69,0.53,2.81,5.05,1.16,509.8,6710.31,82.26,41.18,81.07
France,Nice,2017,59.64,34.84,51.25,0.98,3.15,3.0,3.68,413.97,2859.95,94.22,45.62,81.85
France,Nice,2017,21.48,12.12,23.38,0.87,3.81,6.26,4.9,812.16,4592.15,130.0,45.95,85.19
France,Nice,2017,76.09,32.34,69.18,1.14,2.96,3.06,4.55,408.22,8092.58,124.98,39.64,80.74
France,Nice,2017,64.07,26.74,58.35,0.57,3.42,6.41,4.34,532.05,6536.24,142.16,43.16,81.79
France,Nice,2017,32.26,13.94,22.91,0.34,3.75,2.82,0.56,437.54,8664.22,58.38,42.25,83.72
France,Nice,2017,28.93,12.56,20.61,0.38,2.75,5.54,0.64,962.31,11760.2,124.18,36.11,85.0
France,Nice,2018,15.0,6.73,10.87,0.33,1.23,3.07,1.63,1101.5,3009.97,76.62,40.34,86.2
France,Nice,2018,61.7,36.39,50.17,0.25,3.69,6.99,2.02,965.63,9862.71,134.64,40.96,82.82
France,Nice,2018,15.0,9.28,12.08,0.56,4.99,6.71,2.46,927.32,3693.31,135.49,50.71,85.85
France,Nice,2018,29.18,11.87,27.34,0.34,2.94,1.37,1.42,796.1,6472.66,75.79,42.02,84.65
France,Nice,2018,15.0,9.62,12.67,0.49,1.9,2.02,3.73,1111.42,8779.45,94.42,36.44,86.22
France,Nice,2018,15.0,9.9,13.67,0.16,4.91,6.1,0.99,451.32,6573.53,85.98,47.99,84.9
France,Nice,2018,37.5,16.89,38.36,0.38,4.13,5.25,2.71,327.17,3121.27,116.78,48.89,83.15
France,Nice,2018,34.88,14.54,28.84,0.63,1.42,4.42,0.84,958.96,7792.13,78.56,35.85,84.59
France,Nice,2018,39.89,16.85,42.23,1.19,4.42,3.16,2.25,896.35,5874.0,93.67,46.21,84.13
France,Nice,2018,43.19,17.93,43.35,1.09,1.86,3.97,0.52,550.8,2273.4,72.46,42.22,83.22
France,Nice,2018,56.85,38.01,59.76,0.32,4.85,5.64,4.97,431.14,5602.25,150.08,48.62,82.07
France,Nice,2018,15.0,6.03,14.74,0.27,2.14,3.37,0.66,1195.4,1063.95,63.8,45.07,86.39
France,Nice,2018,15.0,9.1,11.07,1.04,4.16,5.93,2.4,858.37,7878.47,107.4,43.57,85.72
France,Nice,2018,18.53,11.29,18.63,0.3,2.39,4.88,2.21,783.55,4269.6,87.26,42.6,85.33
France,Nice,2018,39.83,24.7,39.07,0.96,4.57,6.72,4.83,744.45,3545.97,136.16,49.2,83.83
France,Nice,2018,64.08,28.19,56.22,0.53,1.61,1.61,0.58,535.1,9684.83,49.2,34.62,81.8
France,Nice,2019,78.29,32.89,64.33,0.81,1.21,6.39,4.48,772.62,2691.85,115.82,40.12,81.33
France,Nice,2019,46.49,27.81,44.18,0.45,4.22,4.82,4.8,953.41,9032.76,153.51,43.18,83.81
France,Nice,2019,15.0,8.21,13.41,0.42,4.85,2.29,4.96,907.97,774.68,79.55,53.35,85.82
France,Nice,2019,15.0,6.09,14.58,0.05,2.39,6.74,2.65,325.82,1679.61,103.03,45.45,84.65
France,Nice,2019,27.61,16.1,29.32,0.45,4.07,5.35,2.35,307.24,6072.84,125.17,45.68,83.77
France,Nice,2019,36.5,22.31,35.49,1.2,4.14,2.95,2.26,568.28,8659.96,108.24,42.57,83.7
France,Nice,2019,33.53,17.39,36.12,0.79,1.67,3.33,3.4,953.23,8596.42,118.53,35.63,84.67
France,Nice,2019,51.17,21.44,47.81,1.12,2.32,2.58,2.85,784.53,6562.0,92.8,39.28,83.16
France,Nice,2019,55.97,30.97,51.11,0.76,1.38,3.94,4.35,906.58,4839.43,108.49,38.52,83.08
France,Nice,2019,51.61,32.04,49.44,0.28,3.62,5.35,1.74,578.43,5081.31,118.59,45.5,82.72
France,Nice,2019,32.27,18.52,30.06,0.57,4.96,5.93,2.08,1001.68,4433.59,106.4,49.89,84.85
France,Nice,2019,61.77,26.16,53.62,0.63,2.83,3.16,2.25,306.34,3529.1,90.38,44.33,81.49
France,Nice,2019,15.0,6.13,15.55,0.89,2.91,4.19,2.0,1149.12,728.28,68.76,47.12,86.3
France,Nice,2019,101.8,41.06,105.75,0.08,2.1,1.74,4.54,373.07,11987.68,99.78,34.24,78.96
France,Nice,2019,23.97,9.95,22.57,0.21,4.16,3.97,4.25,421.92,4082.45,126.03,48.18,84.25
France,Nice,2019,77.19,34.42,62.61,0.26,2.99,5.9,2.64,942.69,11628.29,139.41,37.08,81.74
France,Nice,2019,26.38,16.42,19.61,0.52,3.9,1.26,0.97,673.42,7405.52,63.63,43.77,84.59
France,Nice,2019,98.9,60.53,87.25,0.36,3.38,6.97,3.94,647.15,11284.1,135.35,38.49,79.7
France,Nice,2019,49.79,30.13,35.83,0.8,4.17,2.32,2.3,489.36,8549.21,91.17,43.16,82.66
France,Nice,2020,25.89,16.29,27.55,0.5,2.64,5.42,1.23,536.68,5039.65,108.11,42.38,84.35
